Name,price,rating,number of reviews,stock,url
MSI Gaming Radeon RX 6800 XT 16GB GDRR6 256-Bit HDMI/DP 2285 MHz RDNA 2 Architecture OC Graphics Card (RX 6800 XT Gaming X Trio 16G) ,Not available,4.3 out of 5 stars,37,out of stock,https://www.amazon.com/MSI-Radeon-6800-Architecture-16G/dp/B08RJ6YBH5/ref=sr_1_8?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-8
"ASUS ROG Strix LC AMD Radeon RX 6800 XT OC Edition Gaming Graphics Card ( PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Full-Coverage Cold Plate, 240mm Radiator, 600mm tubing, GPU Tweak II) ",1899.99,4.7 out of 5 stars,5,Only 3 left in stock - order soon.,https://www.amazon.com/ASUS-Graphics-DisplayPort-Full-Coverage-Radiator/dp/B08NWHKGS9/ref=sr_1_9?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-9
"GIGABYTE GeForce RTX 3070 OC REV2.0 Graphics Card 8G 256-bit GDDR6, PCIe 4.0 x16, 3X WINDFORCE Fans, LHR Version, RGB Fusion 2.0, 2X HDMI 2X DisplayPort w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ",1299.99,1.0 out of 5 stars,3,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03907783RDRZK4P37775&url=%2FGIGABYTE-GeForce-Graphics-WINDFORCE-DisplayPort%2Fdp%2FB09B1DGRH4%2Fref%3Dsr_1_10_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-10-spons%26psc%3D1&qualifier=1633393850&id=5616857802422762&widgetName=sp_mtf
XFX Speedster QICK319 AMD Radeon RX 6800 Black Gaming Graphics Card with 16GB GDDR6 HDMI 3xDP RX-68XLALBD9 ,Not available,5.0 out of 5 stars,10,out of stock,https://www.amazon.com/XFX-Speedster-QICK319-Graphics-RX-68XLALBD9/dp/B08THKRCSR/ref=sr_1_11?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-11
Sapphire 11304-03-20G Pulse AMD Radeon RX 6800 XT PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 ,1799.99,5.0 out of 5 stars,5,Only 2 left in stock - order soon.,https://www.amazon.com/Sapphire-11304-03-20G-Radeon-Gaming-Graphics/dp/B08NXYNLMR/ref=sr_1_12?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-12
"PowerColor Red Dragon AMD Radeon RX 6800 Gaming Graphics Card with 16GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",Not available,4.2 out of 5 stars,38,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08P2C8XXH/ref=sr_1_13?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-13
Sapphire 11305-02-20G Pulse AMD Radeon RX 6800 PCIe 4.0 Gaming Graphics Card with 16GB GDDR6 ,Not available,4.6 out of 5 stars,13,out of stock,https://www.amazon.com/Sapphire-11305-02-20G-Radeon-Gaming-Graphics/dp/B08NXYBVDB/ref=sr_1_14?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-14
ASRock Radeon RX 6900 XT Phantom Gaming D OC Graphics Card 16GB GDDR6 PCIe 4.0 AMD RDNA2 Triple Fan Polychrome SYNC 3X DisplayPort 1.4a DSC 1x HDMI 2.1VRR w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,2079.99,3.2 out of 5 stars,7,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A069995726V30QZ7F3H8D&url=%2FASRock-Phantom-Graphics-Polychrome-DisplayPort%2Fdp%2FB093NBMV17%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-15-spons%26psc%3D1&qualifier=1633393850&id=5616857802422762&widgetName=sp_mtf
"ASUS TUF Gaming AMD Radeon RX 6800 OC Edition Graphics Card (PCIe 4.0, 16GB GDDR6, HDMI 2.1, DisplayPort 1.4a, Dual Ball Fan Bearings, All-Aluminum Shroud, Reinforced Frame, GPU Tweak II) ",Not available,4.2 out of 5 stars,19,out of stock,https://www.amazon.com/ASUS-Graphics-DisplayPort-All-Aluminum-Reinforced/dp/B08P3YT3MY/ref=sr_1_16?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-16
"PowerColor Red Devil AMD Radeon RX 6600 XT Gaming Graphics Card with 8GB GDDR6 Memory, Powered by AMD RDNA 2, HDMI 2.1 ",Not available,5.0 out of 5 stars,2,out of stock,https://www.amazon.com/PowerColor-Radeon-Gaming-Graphics-Powered/dp/B09BWR9J1M/ref=sr_1_17?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-17
"Sapphire Technology Nitro+ AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6, AMD RDNA 2 (11306-01-20G) ",Not available,4.4 out of 5 stars,25,out of stock,https://www.amazon.com/Sapphire-Technology-Radeon-Graphics-11306-01-20G/dp/B08YN79ZW2/ref=sr_1_18?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-18
"PowerColor Red Devil AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory, Powered by AMD RDNA 2, Raytracing, PCI Express 4.0, HDMI 2.1, AMD Infinity Cache ",849.99,4.4 out of 5 stars,158,out of stock,https://www.amazon.com/PowerColor-Graphics-Powered-Raytracing-Infinity/dp/B08Y934HZQ/ref=sr_1_19?dchild=1&keywords=radeon+rx+6800xt&qid=1633393850&sr=8-19
"Gigabyte GeForce RTX 3070 OC Edition Graphics Card 8GB 256-bit GDDR6 PCI Express 4.0, Protection Metal Back Plate 3X WINDFORCE Fans 2X HDMI 2.1 2X DisplayPort 1.4a w/ Mytrix_HDMI Cable ",1609.99,,no reviews,Only 6 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A071978539SLPVTL6FIKC&url=%2FGigabyte-Protection-WINDFORCE-DisplayPort-Mytrix_HDMI%2Fdp%2FB09DR8C9B8%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-20-spons%26psc%3D1%26smid%3DA1Z8HN9APE8NTZ&qualifier=1633393850&id=5616857802422762&widgetName=sp_btf
"Gigabyte GeForce RTX 3070 OC Graphics Card, 8GB 256-bit GDDR6, PCI Express 4.0, 3X WINDFORCE Fans, Protection Metal Back Plate, 2 x HDMI 2.1 2 x DisplayPort 1.4a w/ Mytrix HDMI Cable ",1609.99,3.9 out of 5 stars,16,Only 5 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04565091BN5LYDYJEFH3&url=%2FGigabyte-Graphics-WINDFORCE-Protection-DisplayPort%2Fdp%2FB08WJJNT2R%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-21-spons%26psc%3D1&qualifier=1633393850&id=5616857802422762&widgetName=sp_btf
ASUS TUF Gaming GeForce RTX 3080 Ti OC Graphics Card 12GB GDDR6X PCIe 4.0  Dual Ball Fan Bearings Axial-Tech Fan Design 2X HDMI 2.1 3X DisplayPort 1.4a w/ Mytrix HDMI 2.1 Cable(4k@120Hz/8K@60Hz) ,2549.99,1.0 out of 5 stars,1,Only 1 left in stock - order soon.,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0395402I2XMM1XI597P&url=%2FGeForce-Graphics-Bearings-Axial-Tech-DisplayPort%2Fdp%2FB097NF8LZ7%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dradeon%2Brx%2B6800xt%26qid%3D1633393850%26sr%3D8-22-spons%26psc%3D1&qualifier=1633393850&id=5616857802422762&widgetName=sp_btf
